# ell    tt_lensed   ee_lensed   bb_lensed   te_lensed   tt_unlensed ee_unlensed bb_unlensed te_unlensed kk
20603 4.032686e-02 4.121015e-04 3.986191e-04 -4.948576e-04 7.659457e-13 5.071513e-17 0.000000e+00 3.754239e-15 1.652916e+06
20604 4.045890e-02 4.121368e-04 3.985672e-04 -4.945438e-04 7.657050e-13 5.069401e-17 0.000000e+00 3.752778e-15 1.653094e+06
20605 4.059738e-02 4.121759e-04 3.985145e-04 -4.942167e-04 7.654644e-13 5.067290e-17 0.000000e+00 3.751317e-15 1.653271e+06
20606 4.074066e-02 4.122180e-04 3.984612e-04 -4.938797e-04 7.652239e-13 5.065179e-17 0.000000e+00 3.749856e-15 1.653448e+06
20607 4.088703e-02 4.122622e-04 3.984076e-04 -4.935360e-04 7.649834e-13 5.063069e-17 0.000000e+00 3.748396e-15 1.653625e+06
20608 4.103475e-02 4.123074e-04 3.983538e-04 -4.931892e-04 7.647431e-13 5.060961e-17 0.000000e+00 3.746937e-15 1.653802e+06
20609 4.118206e-02 4.123527e-04 3.983001e-04 -4.928427e-04 7.645028e-13 5.058853e-17 0.000000e+00 3.745478e-15 1.653979e+06
20610 4.132720e-02 4.123972e-04 3.982466e-04 -4.925000e-04 7.642626e-13 5.056746e-17 0.000000e+00 3.744020e-15 1.654156e+06
20611 4.146846e-02 4.124399e-04 3.981937e-04 -4.921645e-04 7.640225e-13 5.054640e-17 0.000000e+00 3.742562e-15 1.654333e+06
20612 4.160414e-02 4.124798e-04 3.981415e-04 -4.918397e-04 7.637825e-13 5.052534e-17 0.000000e+00 3.741105e-15 1.654510e+06
20613 4.173263e-02 4.125160e-04 3.980902e-04 -4.915287e-04 7.635425e-13 5.050430e-17 0.000000e+00 3.739649e-15 1.654688e+06
20614 4.185239e-02 4.125477e-04 3.980400e-04 -4.912346e-04 7.633027e-13 5.048326e-17 0.000000e+00 3.738193e-15 1.654865e+06
20615 4.196198e-02 4.125740e-04 3.979911e-04 -4.909604e-04 7.630629e-13 5.046224e-17 0.000000e+00 3.736738e-15 1.655042e+06
20616 4.206008e-02 4.125942e-04 3.979437e-04 -4.907086e-04 7.628232e-13 5.044122e-17 0.000000e+00 3.735283e-15 1.655219e+06
20617 4.214552e-02 4.126076e-04 3.978979e-04 -4.904817e-04 7.625836e-13 5.042021e-17 0.000000e+00 3.733829e-15 1.655396e+06
20618 4.221724e-02 4.126136e-04 3.978538e-04 -4.902819e-04 7.623441e-13 5.039921e-17 0.000000e+00 3.732376e-15 1.655573e+06
20619 4.227438e-02 4.126117e-04 3.978116e-04 -4.901108e-04 7.621046e-13 5.037822e-17 0.000000e+00 3.730923e-15 1.655751e+06
20620 4.231622e-02 4.126014e-04 3.977712e-04 -4.899700e-04 7.618653e-13 5.035723e-17 0.000000e+00 3.729470e-15 1.655928e+06
20621 4.234223e-02 4.125825e-04 3.977329e-04 -4.898606e-04 7.616260e-13 5.033626e-17 0.000000e+00 3.728018e-15 1.656105e+06
20622 4.235206e-02 4.125547e-04 3.976967e-04 -4.897834e-04 7.613868e-13 5.031529e-17 0.000000e+00 3.726567e-15 1.656282e+06
20623 4.234554e-02 4.125179e-04 3.976625e-04 -4.897388e-04 7.611477e-13 5.029434e-17 0.000000e+00 3.725117e-15 1.656460e+06
20624 4.232271e-02 4.124720e-04 3.976303e-04 -4.897267e-04 7.609086e-13 5.027339e-17 0.000000e+00 3.723667e-15 1.656637e+06
20625 4.228379e-02 4.124172e-04 3.976002e-04 -4.897469e-04 7.606697e-13 5.025245e-17 0.000000e+00 3.722217e-15 1.656814e+06
20626 4.222918e-02 4.123537e-04 3.975721e-04 -4.897985e-04 7.604308e-13 5.023152e-17 0.000000e+00 3.720768e-15 1.656991e+06
20627 4.215946e-02 4.122817e-04 3.975458e-04 -4.898805e-04 7.601921e-13 5.021060e-17 0.000000e+00 3.719320e-15 1.657169e+06
20628 4.207540e-02 4.122017e-04 3.975214e-04 -4.899915e-04 7.599534e-13 5.018968e-17 0.000000e+00 3.717872e-15 1.657346e+06
20629 4.197792e-02 4.121140e-04 3.974986e-04 -4.901296e-04 7.597147e-13 5.016878e-17 0.000000e+00 3.716425e-15 1.657523e+06
20630 4.186812e-02 4.120194e-04 3.974774e-04 -4.902927e-04 7.594762e-13 5.014788e-17 0.000000e+00 3.714978e-15 1.657701e+06
20631 4.174723e-02 4.119185e-04 3.974576e-04 -4.904784e-04 7.592377e-13 5.012700e-17 0.000000e+00 3.713532e-15 1.657878e+06
20632 4.161659e-02 4.118119e-04 3.974390e-04 -4.906842e-04 7.589994e-13 5.010612e-17 0.000000e+00 3.712087e-15 1.658055e+06
20633 4.147768e-02 4.117005e-04 3.974215e-04 -4.909070e-04 7.587611e-13 5.008525e-17 0.000000e+00 3.710642e-15 1.658233e+06
20634 4.133207e-02 4.115851e-04 3.974048e-04 -4.911439e-04 7.585229e-13 5.006439e-17 0.000000e+00 3.709198e-15 1.658410e+06
20635 4.118141e-02 4.114667e-04 3.973887e-04 -4.913916e-04 7.582848e-13 5.004353e-17 0.000000e+00 3.707754e-15 1.658587e+06
20636 4.102739e-02 4.113462e-04 3.973731e-04 -4.916466e-04 7.580467e-13 5.002269e-17 0.000000e+00 3.706311e-15 1.658764e+06
20637 4.087177e-02 4.112244e-04 3.973576e-04 -4.919056e-04 7.578088e-13 5.000185e-17 0.000000e+00 3.704869e-15 1.658942e+06
20638 4.071630e-02 4.111025e-04 3.973421e-04 -4.921650e-04 7.575709e-13 4.998103e-17 0.000000e+00 3.703427e-15 1.659119e+06
20639 4.056276e-02 4.109814e-04 3.973264e-04 -4.924213e-04 7.573331e-13 4.996021e-17 0.000000e+00 3.701985e-15 1.659296e+06
20640 4.041287e-02 4.108620e-04 3.973102e-04 -4.926710e-04 7.570954e-13 4.993940e-17 0.000000e+00 3.700544e-15 1.659474e+06
20641 4.026834e-02 4.107453e-04 3.972933e-04 -4.929107e-04 7.568577e-13 4.991860e-17 0.000000e+00 3.699104e-15 1.659651e+06
20642 4.013080e-02 4.106322e-04 3.972756e-04 -4.931371e-04 7.566202e-13 4.989781e-17 0.000000e+00 3.697664e-15 1.659829e+06
20643 4.000181e-02 4.105236e-04 3.972568e-04 -4.933472e-04 7.563827e-13 4.987702e-17 0.000000e+00 3.696225e-15 1.660006e+06
20644 3.988282e-02 4.104203e-04 3.972367e-04 -4.935378e-04 7.561453e-13 4.985625e-17 0.000000e+00 3.694787e-15 1.660183e+06
20645 3.977518e-02 4.103230e-04 3.972151e-04 -4.937063e-04 7.559080e-13 4.983548e-17 0.000000e+00 3.693349e-15 1.660361e+06
20646 3.968010e-02 4.102325e-04 3.971920e-04 -4.938503e-04 7.556708e-13 4.981473e-17 0.000000e+00 3.691911e-15 1.660538e+06
20647 3.959863e-02 4.101494e-04 3.971672e-04 -4.939674e-04 7.554337e-13 4.979398e-17 0.000000e+00 3.690475e-15 1.660716e+06
20648 3.953168e-02 4.100742e-04 3.971406e-04 -4.940559e-04 7.551966e-13 4.977324e-17 0.000000e+00 3.689038e-15 1.660893e+06
20649 3.948000e-02 4.100072e-04 3.971120e-04 -4.941142e-04 7.549597e-13 4.975251e-17 0.000000e+00 3.687603e-15 1.661071e+06
20650 3.944414e-02 4.099490e-04 3.970815e-04 -4.941411e-04 7.547228e-13 4.973178e-17 0.000000e+00 3.686168e-15 1.661248e+06
20651 3.942448e-02 4.098996e-04 3.970489e-04 -4.941357e-04 7.544860e-13 4.971107e-17 0.000000e+00 3.684733e-15 1.661426e+06
20652 3.942121e-02 4.098593e-04 3.970142e-04 -4.940975e-04 7.542492e-13 4.969036e-17 0.000000e+00 3.683299e-15 1.661603e+06
20653 3.943432e-02 4.098280e-04 3.969775e-04 -4.940265e-04 7.540126e-13 4.966967e-17 0.000000e+00 3.681866e-15 1.661781e+06
20654 3.946363e-02 4.098056e-04 3.969387e-04 -4.939230e-04 7.537760e-13 4.964898e-17 0.000000e+00 3.680433e-15 1.661958e+06
20655 3.950876e-02 4.097921e-04 3.968980e-04 -4.937876e-04 7.535395e-13 4.962830e-17 0.000000e+00 3.679001e-15 1.662136e+06
20656 3.956914e-02 4.097871e-04 3.968554e-04 -4.936214e-04 7.533031e-13 4.960763e-17 0.000000e+00 3.677569e-15 1.662313e+06
20657 3.964403e-02 4.097902e-04 3.968109e-04 -4.934257e-04 7.530668e-13 4.958696e-17 0.000000e+00 3.676138e-15 1.662491e+06
20658 3.973253e-02 4.098010e-04 3.967647e-04 -4.932023e-04 7.528306e-13 4.956631e-17 0.000000e+00 3.674708e-15 1.662669e+06
20659 3.983357e-02 4.098188e-04 3.967170e-04 -4.929532e-04 7.525944e-13 4.954567e-17 0.000000e+00 3.673278e-15 1.662846e+06
20660 3.994593e-02 4.098430e-04 3.966678e-04 -4.926808e-04 7.523584e-13 4.952503e-17 0.000000e+00 3.671848e-15 1.663024e+06
20661 4.006828e-02 4.098730e-04 3.966174e-04 -4.923876e-04 7.521224e-13 4.950440e-17 0.000000e+00 3.670420e-15 1.663201e+06
20662 4.019914e-02 4.099079e-04 3.965660e-04 -4.920767e-04 7.518865e-13 4.948378e-17 0.000000e+00 3.668991e-15 1.663379e+06
20663 4.033697e-02 4.099468e-04 3.965136e-04 -4.917509e-04 7.516506e-13 4.946317e-17 0.000000e+00 3.667564e-15 1.663556e+06
20664 4.048013e-02 4.099889e-04 3.964606e-04 -4.914136e-04 7.514149e-13 4.944257e-17 0.000000e+00 3.666137e-15 1.663734e+06
20665 4.062690e-02 4.100332e-04 3.964072e-04 -4.910681e-04 7.511792e-13 4.942197e-17 0.000000e+00 3.664710e-15 1.663912e+06
20666 4.077555e-02 4.100788e-04 3.963535e-04 -4.907179e-04 7.509436e-13 4.940139e-17 0.000000e+00 3.663284e-15 1.664089e+06
20667 4.092431e-02 4.101247e-04 3.962998e-04 -4.903665e-04 7.507081e-13 4.938081e-17 0.000000e+00 3.661859e-15 1.664267e+06
20668 4.107141e-02 4.101700e-04 3.962464e-04 -4.900174e-04 7.504727e-13 4.936024e-17 0.000000e+00 3.660434e-15 1.664445e+06
20669 4.121510e-02 4.102136e-04 3.961934e-04 -4.896742e-04 7.502374e-13 4.933968e-17 0.000000e+00 3.659010e-15 1.664622e+06
20670 4.135368e-02 4.102546e-04 3.961410e-04 -4.893403e-04 7.500021e-13 4.931913e-17 0.000000e+00 3.657586e-15 1.664800e+06
20671 4.148549e-02 4.102920e-04 3.960895e-04 -4.890191e-04 7.497669e-13 4.929859e-17 0.000000e+00 3.656163e-15 1.664978e+06
20672 4.160896e-02 4.103251e-04 3.960391e-04 -4.887137e-04 7.495318e-13 4.927806e-17 0.000000e+00 3.654741e-15 1.665155e+06
20673 4.172261e-02 4.103530e-04 3.959899e-04 -4.884271e-04 7.492968e-13 4.925753e-17 0.000000e+00 3.653319e-15 1.665333e+06
20674 4.182509e-02 4.103749e-04 3.959421e-04 -4.881622e-04 7.490619e-13 4.923701e-17 0.000000e+00 3.651897e-15 1.665511e+06
20675 4.191516e-02 4.103901e-04 3.958959e-04 -4.879215e-04 7.488270e-13 4.921651e-17 0.000000e+00 3.650476e-15 1.665688e+06
20676 4.199174e-02 4.103979e-04 3.958514e-04 -4.877072e-04 7.485923e-13 4.919601e-17 0.000000e+00 3.649056e-15 1.665866e+06
20677 4.205388e-02 4.103980e-04 3.958087e-04 -4.875214e-04 7.483576e-13 4.917552e-17 0.000000e+00 3.647636e-15 1.666044e+06
20678 4.210083e-02 4.103897e-04 3.957680e-04 -4.873655e-04 7.481230e-13 4.915503e-17 0.000000e+00 3.646217e-15 1.666222e+06
20679 4.213200e-02 4.103729e-04 3.957292e-04 -4.872411e-04 7.478884e-13 4.913456e-17 0.000000e+00 3.644799e-15 1.666399e+06
20680 4.214699e-02 4.103471e-04 3.956925e-04 -4.871488e-04 7.476540e-13 4.911409e-17 0.000000e+00 3.643381e-15 1.666577e+06
20681 4.214556e-02 4.103124e-04 3.956578e-04 -4.870894e-04 7.474196e-13 4.909364e-17 0.000000e+00 3.641963e-15 1.666755e+06
20682 4.212771e-02 4.102685e-04 3.956253e-04 -4.870629e-04 7.471853e-13 4.907319e-17 0.000000e+00 3.640547e-15 1.666933e+06
20683 4.209359e-02 4.102157e-04 3.955948e-04 -4.870693e-04 7.469511e-13 4.905275e-17 0.000000e+00 3.639130e-15 1.667111e+06
20684 4.204356e-02 4.101541e-04 3.955663e-04 -4.871078e-04 7.467170e-13 4.903232e-17 0.000000e+00 3.637715e-15 1.667288e+06
20685 4.197815e-02 4.100839e-04 3.955397e-04 -4.871776e-04 7.464830e-13 4.901189e-17 0.000000e+00 3.636299e-15 1.667466e+06
20686 4.189808e-02 4.100056e-04 3.955150e-04 -4.872772e-04 7.462490e-13 4.899148e-17 0.000000e+00 3.634885e-15 1.667644e+06
20687 4.180422e-02 4.099196e-04 3.954920e-04 -4.874052e-04 7.460151e-13 4.897107e-17 0.000000e+00 3.633471e-15 1.667821e+06
20688 4.169764e-02 4.098264e-04 3.954706e-04 -4.875594e-04 7.457813e-13 4.895068e-17 0.000000e+00 3.632057e-15 1.667999e+06
20689 4.157953e-02 4.097268e-04 3.954507e-04 -4.877375e-04 7.455476e-13 4.893029e-17 0.000000e+00 3.630644e-15 1.668177e+06
20690 4.145120e-02 4.096214e-04 3.954321e-04 -4.879371e-04 7.453140e-13 4.890991e-17 0.000000e+00 3.629232e-15 1.668355e+06
20691 4.131411e-02 4.095110e-04 3.954146e-04 -4.881552e-04 7.450804e-13 4.888954e-17 0.000000e+00 3.627820e-15 1.668533e+06
20692 4.116980e-02 4.093964e-04 3.953980e-04 -4.883889e-04 7.448470e-13 4.886917e-17 0.000000e+00 3.626409e-15 1.668711e+06
20693 4.101991e-02 4.092786e-04 3.953821e-04 -4.886350e-04 7.446136e-13 4.884882e-17 0.000000e+00 3.624998e-15 1.668888e+06
20694 4.086613e-02 4.091585e-04 3.953667e-04 -4.888900e-04 7.443803e-13 4.882847e-17 0.000000e+00 3.623588e-15 1.669066e+06
20695 4.071021e-02 4.090370e-04 3.953515e-04 -4.891505e-04 7.441470e-13 4.880813e-17 0.000000e+00 3.622179e-15 1.669244e+06
20696 4.055390e-02 4.089151e-04 3.953364e-04 -4.894131e-04 7.439139e-13 4.878780e-17 0.000000e+00 3.620770e-15 1.669422e+06
20697 4.039899e-02 4.087938e-04 3.953212e-04 -4.896741e-04 7.436808e-13 4.876748e-17 0.000000e+00 3.619362e-15 1.669600e+06
20698 4.024722e-02 4.086741e-04 3.953055e-04 -4.899301e-04 7.434478e-13 4.874717e-17 0.000000e+00 3.617954e-15 1.669778e+06
20699 4.010032e-02 4.085569e-04 3.952893e-04 -4.901775e-04 7.432149e-13 4.872687e-17 0.000000e+00 3.616547e-15 1.669956e+06
20700 3.995994e-02 4.084432e-04 3.952722e-04 -4.904130e-04 7.429821e-13 4.870657e-17 0.000000e+00 3.615140e-15 1.670134e+06
20701 3.982768e-02 4.083337e-04 3.952541e-04 -4.906334e-04 7.427493e-13 4.868628e-17 0.000000e+00 3.613734e-15 1.670312e+06
20702 3.970503e-02 4.082295e-04 3.952348e-04 -4.908356e-04 7.425167e-13 4.866600e-17 0.000000e+00 3.612328e-15 1.670490e+06
20703 3.959336e-02 4.081311e-04 3.952141e-04 -4.910167e-04 7.422841e-13 4.864573e-17 0.000000e+00 3.610923e-15 1.670668e+06
20704 3.949393e-02 4.080394e-04 3.951919e-04 -4.911742e-04 7.420516e-13 4.862547e-17 0.000000e+00 3.609519e-15 1.670846e+06
20705 3.940785e-02 4.079550e-04 3.951680e-04 -4.913057e-04 7.418191e-13 4.860522e-17 0.000000e+00 3.608115e-15 1.671024e+06
20706 3.933608e-02 4.078784e-04 3.951423e-04 -4.914092e-04 7.415868e-13 4.858497e-17 0.000000e+00 3.606712e-15 1.671202e+06
20707 3.927941e-02 4.078100e-04 3.951147e-04 -4.914830e-04 7.413545e-13 4.856474e-17 0.000000e+00 3.605309e-15 1.671380e+06
20708 3.923845e-02 4.077503e-04 3.950851e-04 -4.915257e-04 7.411223e-13 4.854451e-17 0.000000e+00 3.603907e-15 1.671558e+06
20709 3.921364e-02 4.076994e-04 3.950535e-04 -4.915363e-04 7.408902e-13 4.852429e-17 0.000000e+00 3.602505e-15 1.671736e+06
20710 3.920522e-02 4.076576e-04 3.950199e-04 -4.915142e-04 7.406582e-13 4.850408e-17 0.000000e+00 3.601104e-15 1.671914e+06
20711 3.921325e-02 4.076248e-04 3.949842e-04 -4.914591e-04 7.404263e-13 4.848388e-17 0.000000e+00 3.599703e-15 1.672092e+06
20712 3.923759e-02 4.076011e-04 3.949464e-04 -4.913712e-04 7.401944e-13 4.846368e-17 0.000000e+00 3.598303e-15 1.672270e+06
20713 3.927792e-02 4.075862e-04 3.949066e-04 -4.912509e-04 7.399626e-13 4.844350e-17 0.000000e+00 3.596904e-15 1.672448e+06
20714 3.933372e-02 4.075799e-04 3.948649e-04 -4.910991e-04 7.397309e-13 4.842332e-17 0.000000e+00 3.595505e-15 1.672626e+06
20715 3.940431e-02 4.075819e-04 3.948213e-04 -4.909172e-04 7.394993e-13 4.840315e-17 0.000000e+00 3.594107e-15 1.672804e+06
20716 3.948882e-02 4.075916e-04 3.947760e-04 -4.907065e-04 7.392677e-13 4.838299e-17 0.000000e+00 3.592709e-15 1.672982e+06
20717 3.958624e-02 4.076085e-04 3.947290e-04 -4.904692e-04 7.390363e-13 4.836284e-17 0.000000e+00 3.591312e-15 1.673160e+06
20718 3.969538e-02 4.076320e-04 3.946806e-04 -4.902073e-04 7.388049e-13 4.834270e-17 0.000000e+00 3.589915e-15 1.673338e+06
20719 3.981495e-02 4.076613e-04 3.946308e-04 -4.899235e-04 7.385736e-13 4.832256e-17 0.000000e+00 3.588519e-15 1.673517e+06
20720 3.994351e-02 4.076958e-04 3.945799e-04 -4.896204e-04 7.383424e-13 4.830243e-17 0.000000e+00 3.587124e-15 1.673695e+06
20721 4.007952e-02 4.077345e-04 3.945281e-04 -4.893012e-04 7.381112e-13 4.828232e-17 0.000000e+00 3.585729e-15 1.673873e+06
20722 4.022138e-02 4.077765e-04 3.944756e-04 -4.889688e-04 7.378802e-13 4.826221e-17 0.000000e+00 3.584335e-15 1.674051e+06
20723 4.036738e-02 4.078210e-04 3.944225e-04 -4.886268e-04 7.376492e-13 4.824210e-17 0.000000e+00 3.582941e-15 1.674229e+06
20724 4.051579e-02 4.078669e-04 3.943692e-04 -4.882784e-04 7.374183e-13 4.822201e-17 0.000000e+00 3.581548e-15 1.674407e+06
20725 4.066486e-02 4.079133e-04 3.943157e-04 -4.879272e-04 7.371875e-13 4.820193e-17 0.000000e+00 3.580155e-15 1.674585e+06
20726 4.081280e-02 4.079593e-04 3.942625e-04 -4.875768e-04 7.369567e-13 4.818185e-17 0.000000e+00 3.578763e-15 1.674764e+06
20727 4.095786e-02 4.080038e-04 3.942095e-04 -4.872307e-04 7.367261e-13 4.816178e-17 0.000000e+00 3.577371e-15 1.674942e+06
20728 4.109832e-02 4.080458e-04 3.941572e-04 -4.868923e-04 7.364955e-13 4.814172e-17 0.000000e+00 3.575980e-15 1.675120e+06
20729 4.123250e-02 4.080846e-04 3.941056e-04 -4.865651e-04 7.362650e-13 4.812167e-17 0.000000e+00 3.574590e-15 1.675298e+06
20730 4.135880e-02 4.081191e-04 3.940551e-04 -4.862523e-04 7.360345e-13 4.810163e-17 0.000000e+00 3.573200e-15 1.675476e+06
20731 4.147573e-02 4.081485e-04 3.940057e-04 -4.859570e-04 7.358042e-13 4.808159e-17 0.000000e+00 3.571811e-15 1.675655e+06
20732 4.158188e-02 4.081720e-04 3.939577e-04 -4.856821e-04 7.355739e-13 4.806157e-17 0.000000e+00 3.570422e-15 1.675833e+06
20733 4.167598e-02 4.081890e-04 3.939112e-04 -4.854303e-04 7.353437e-13 4.804155e-17 0.000000e+00 3.569034e-15 1.676011e+06
20734 4.175690e-02 4.081988e-04 3.938663e-04 -4.852039e-04 7.351136e-13 4.802154e-17 0.000000e+00 3.567646e-15 1.676189e+06
20735 4.182366e-02 4.082008e-04 3.938233e-04 -4.850050e-04 7.348836e-13 4.800154e-17 0.000000e+00 3.566259e-15 1.676368e+06
20736 4.187544e-02 4.081946e-04 3.937821e-04 -4.848354e-04 7.346537e-13 4.798155e-17 0.000000e+00 3.564872e-15 1.676546e+06
20737 4.191160e-02 4.081799e-04 3.937429e-04 -4.846965e-04 7.344238e-13 4.796156e-17 0.000000e+00 3.563486e-15 1.676724e+06
20738 4.193168e-02 4.081562e-04 3.937058e-04 -4.845895e-04 7.341940e-13 4.794159e-17 0.000000e+00 3.562101e-15 1.676902e+06
20739 4.193542e-02 4.081236e-04 3.936707e-04 -4.845150e-04 7.339643e-13 4.792162e-17 0.000000e+00 3.560716e-15 1.677080e+06
20740 4.192273e-02 4.080818e-04 3.936377e-04 -4.844734e-04 7.337347e-13 4.790166e-17 0.000000e+00 3.559332e-15 1.677259e+06
20741 4.189371e-02 4.080311e-04 3.936067e-04 -4.844645e-04 7.335051e-13 4.788171e-17 0.000000e+00 3.557948e-15 1.677437e+06
20742 4.184866e-02 4.079714e-04 3.935778e-04 -4.844881e-04 7.332757e-13 4.786177e-17 0.000000e+00 3.556565e-15 1.677615e+06
20743 4.178807e-02 4.079031e-04 3.935508e-04 -4.845433e-04 7.330463e-13 4.784183e-17 0.000000e+00 3.555182e-15 1.677794e+06
20744 4.171260e-02 4.078266e-04 3.935257e-04 -4.846290e-04 7.328170e-13 4.782191e-17 0.000000e+00 3.553800e-15 1.677972e+06
20745 4.162308e-02 4.077423e-04 3.935024e-04 -4.847435e-04 7.325877e-13 4.780199e-17 0.000000e+00 3.552418e-15 1.678150e+06
20746 4.152052e-02 4.076506e-04 3.934807e-04 -4.848852e-04 7.323586e-13 4.778208e-17 0.000000e+00 3.551037e-15 1.678329e+06
20747 4.140607e-02 4.075524e-04 3.934605e-04 -4.850517e-04 7.321295e-13 4.776218e-17 0.000000e+00 3.549657e-15 1.678507e+06
20748 4.128100e-02 4.074482e-04 3.934417e-04 -4.852408e-04 7.319005e-13 4.774228e-17 0.000000e+00 3.548277e-15 1.678685e+06
20749 4.114675e-02 4.073389e-04 3.934240e-04 -4.854496e-04 7.316716e-13 4.772240e-17 0.000000e+00 3.546897e-15 1.678864e+06
20750 4.100481e-02 4.072252e-04 3.934074e-04 -4.856753e-04 7.314428e-13 4.770252e-17 0.000000e+00 3.545519e-15 1.679042e+06
20751 4.085681e-02 4.071081e-04 3.933915e-04 -4.859147e-04 7.312140e-13 4.768266e-17 0.000000e+00 3.544140e-15 1.679221e+06
20752 4.070441e-02 4.069884e-04 3.933761e-04 -4.861645e-04 7.309853e-13 4.766280e-17 0.000000e+00 3.542763e-15 1.679399e+06
20753 4.054934e-02 4.068673e-04 3.933611e-04 -4.864214e-04 7.307567e-13 4.764295e-17 0.000000e+00 3.541385e-15 1.679578e+06
20754 4.039337e-02 4.067455e-04 3.933462e-04 -4.866818e-04 7.305282e-13 4.762310e-17 0.000000e+00 3.540009e-15 1.679756e+06
20755 4.023826e-02 4.066241e-04 3.933313e-04 -4.869422e-04 7.302998e-13 4.760327e-17 0.000000e+00 3.538633e-15 1.679934e+06
20756 4.008576e-02 4.065042e-04 3.933160e-04 -4.871991e-04 7.300714e-13 4.758344e-17 0.000000e+00 3.537257e-15 1.680113e+06
20757 3.993762e-02 4.063865e-04 3.933001e-04 -4.874491e-04 7.298432e-13 4.756363e-17 0.000000e+00 3.535882e-15 1.680291e+06
20758 3.979550e-02 4.062721e-04 3.932836e-04 -4.876887e-04 7.296150e-13 4.754382e-17 0.000000e+00 3.534508e-15 1.680470e+06
20759 3.966101e-02 4.061619e-04 3.932660e-04 -4.879147e-04 7.293868e-13 4.752401e-17 0.000000e+00 3.533134e-15 1.680648e+06
20760 3.953567e-02 4.060567e-04 3.932474e-04 -4.881239e-04 7.291588e-13 4.750422e-17 0.000000e+00 3.531761e-15 1.680827e+06
20761 3.942089e-02 4.059572e-04 3.932274e-04 -4.883134e-04 7.289308e-13 4.748444e-17 0.000000e+00 3.530388e-15 1.681005e+06
20762 3.931795e-02 4.058643e-04 3.932059e-04 -4.884805e-04 7.287029e-13 4.746466e-17 0.000000e+00 3.529016e-15 1.681184e+06
20763 3.922802e-02 4.057786e-04 3.931828e-04 -4.886229e-04 7.284751e-13 4.744489e-17 0.000000e+00 3.527644e-15 1.681362e+06
20764 3.915208e-02 4.057006e-04 3.931579e-04 -4.887383e-04 7.282474e-13 4.742513e-17 0.000000e+00 3.526273e-15 1.681541e+06
20765 3.909098e-02 4.056308e-04 3.931312e-04 -4.888250e-04 7.280198e-13 4.740538e-17 0.000000e+00 3.524903e-15 1.681719e+06
20766 3.904538e-02 4.055695e-04 3.931026e-04 -4.888813e-04 7.277922e-13 4.738564e-17 0.000000e+00 3.523533e-15 1.681898e+06
20767 3.901577e-02 4.055172e-04 3.930719e-04 -4.889063e-04 7.275647e-13 4.736590e-17 0.000000e+00 3.522163e-15 1.682076e+06
20768 3.900243e-02 4.054738e-04 3.930392e-04 -4.888990e-04 7.273373e-13 4.734618e-17 0.000000e+00 3.520794e-15 1.682255e+06
20769 3.900549e-02 4.054395e-04 3.930045e-04 -4.888592e-04 7.271100e-13 4.732646e-17 0.000000e+00 3.519426e-15 1.682434e+06
20770 3.902486e-02 4.054143e-04 3.929677e-04 -4.887866e-04 7.268827e-13 4.730675e-17 0.000000e+00 3.518058e-15 1.682612e+06
20771 3.906028e-02 4.053981e-04 3.929288e-04 -4.886818e-04 7.266555e-13 4.728705e-17 0.000000e+00 3.516691e-15 1.682791e+06
20772 3.911127e-02 4.053904e-04 3.928881e-04 -4.885454e-04 7.264284e-13 4.726735e-17 0.000000e+00 3.515324e-15 1.682969e+06
20773 3.917722e-02 4.053911e-04 3.928454e-04 -4.883786e-04 7.262014e-13 4.724767e-17 0.000000e+00 3.513958e-15 1.683148e+06
20774 3.925730e-02 4.053997e-04 3.928010e-04 -4.881826e-04 7.259745e-13 4.722799e-17 0.000000e+00 3.512593e-15 1.683327e+06
20775 3.935054e-02 4.054157e-04 3.927549e-04 -4.879593e-04 7.257476e-13 4.720832e-17 0.000000e+00 3.511228e-15 1.683505e+06
20776 3.945581e-02 4.054383e-04 3.927073e-04 -4.877109e-04 7.255208e-13 4.718866e-17 0.000000e+00 3.509863e-15 1.683684e+06
20777 3.957186e-02 4.054670e-04 3.926583e-04 -4.874396e-04 7.252941e-13 4.716901e-17 0.000000e+00 3.508499e-15 1.683862e+06
20778 3.969727e-02 4.055009e-04 3.926082e-04 -4.871481e-04 7.250675e-13 4.714936e-17 0.000000e+00 3.507136e-15 1.684041e+06
20779 3.983057e-02 4.055393e-04 3.925570e-04 -4.868393e-04 7.248410e-13 4.712973e-17 0.000000e+00 3.505773e-15 1.684220e+06
20780 3.997014e-02 4.055812e-04 3.925051e-04 -4.865163e-04 7.246145e-13 4.711010e-17 0.000000e+00 3.504411e-15 1.684398e+06
20781 4.011434e-02 4.056257e-04 3.924526e-04 -4.861822e-04 7.243881e-13 4.709048e-17 0.000000e+00 3.503049e-15 1.684577e+06
20782 4.026144e-02 4.056719e-04 3.923997e-04 -4.858405e-04 7.241618e-13 4.707087e-17 0.000000e+00 3.501688e-15 1.684756e+06
20783 4.040969e-02 4.057188e-04 3.923467e-04 -4.854946e-04 7.239355e-13 4.705126e-17 0.000000e+00 3.500327e-15 1.684935e+06
20784 4.055732e-02 4.057653e-04 3.922938e-04 -4.851479e-04 7.237094e-13 4.703167e-17 0.000000e+00 3.498967e-15 1.685113e+06
20785 4.070259e-02 4.058107e-04 3.922411e-04 -4.848040e-04 7.234833e-13 4.701208e-17 0.000000e+00 3.497607e-15 1.685292e+06
