,index,ra_deg,dec_deg,redshift,1.4GHz_flux,30GHz_flux,90GHz_flux,148GHz_flux,219GHz_flux,277GHz_flux,350GHz_flux
3073,3073,5.723602,6.269623,0.70191,1.00848e-01,8.63142e-03,3.58374e-03,2.40725e-03,1.75944e-03,1.45796e-03,1.20914e-03
3074,3074,5.731656,6.269037,0.70191,5.16343e-02,4.37749e-03,1.81464e-03,1.21890e-03,8.90885e-04,7.38232e-04,6.12241e-04
3075,3075,5.577994,4.836370,0.70202,7.62091e-02,6.44915e-03,2.66780e-03,1.79181e-03,1.30961e-03,1.08521e-03,8.99997e-04
3076,3076,5.582110,4.840901,0.70202,5.62960e-01,4.73384e-02,1.94627e-02,1.30708e-02,9.55327e-03,7.91632e-03,6.56527e-03
3077,3077,5.347791,5.427386,0.70291,7.08535e-02,7.05972e-03,2.61651e-03,1.70250e-03,1.23364e-03,1.02051e-03,8.45803e-04
3078,3078,5.588405,6.021508,0.70312,6.28554e-02,4.99522e-03,2.07321e-03,1.39260e-03,1.01784e-03,8.43438e-04,6.99492e-04
3079,3079,5.296341,4.948482,0.70313,5.46187e-02,4.67478e-03,1.92291e-03,1.29123e-03,9.43726e-04,7.82017e-04,6.48553e-04
3080,3080,5.308286,4.940290,0.70313,1.46269e-01,1.26085e-02,5.22426e-03,3.50898e-03,2.56467e-03,2.12522e-03,1.76252e-03
3081,3081,5.350888,6.064924,0.70347,7.41536e-02,1.28192e-02,1.82215e-02,2.00665e-02,1.93541e-02,1.78281e-02,1.56116e-02
3082,3082,4.819887,6.146105,0.70407,8.33912e-02,6.63921e-03,2.67976e-03,1.79841e-03,1.31432e-03,1.08911e-03,9.03231e-04
3083,3083,4.815727,6.135924,0.70407,1.16544e-01,9.93131e-03,4.12386e-03,2.77006e-03,2.02462e-03,1.67770e-03,1.39137e-03
3084,3084,6.946506,5.068988,0.70418,8.38232e-02,7.28109e-03,2.99304e-03,2.00837e-03,1.46766e-03,1.21615e-03,1.00858e-03
3085,3085,5.069924,5.800661,0.70439,9.50958e-02,8.01107e-03,3.32598e-03,2.23411e-03,1.63290e-03,1.35310e-03,1.12217e-03
3086,3086,5.068965,5.787295,0.70439,1.52893e-01,1.44303e-02,5.57468e-03,3.65428e-03,2.64620e-03,2.18704e-03,1.81139e-03
3087,3087,5.070876,5.800670,0.70439,3.56596e+00,3.05169e-01,1.26664e-01,8.50817e-02,6.21856e-02,5.15302e-02,4.27357e-02
3088,3088,5.041088,5.835351,0.70464,6.57327e-02,5.66063e-03,2.34917e-03,1.57795e-03,1.15332e-03,9.55696e-04,7.92591e-04
3089,3089,5.028728,5.828030,0.70464,7.53763e-02,6.37054e-03,2.63654e-03,1.77092e-03,1.29435e-03,1.07256e-03,8.89512e-04
3090,3090,5.041982,5.835169,0.70464,1.81121e-01,1.55314e-02,6.44807e-03,4.33126e-03,3.16569e-03,2.62325e-03,2.17555e-03
3091,3091,5.323235,6.235710,0.70572,1.69654e-01,1.47105e-02,6.05727e-03,4.06422e-03,2.96982e-03,2.46084e-03,2.04083e-03
3092,3092,5.674482,6.063974,0.70700,5.71492e-02,1.36988e-02,7.76536e-03,4.46961e-03,2.52119e-03,1.71864e-03,1.16430e-03
3093,3093,4.842554,6.545240,0.70706,5.37858e-02,5.14655e-02,5.26178e-02,3.90598e-02,2.58982e-02,1.86368e-02,1.25821e-02
3094,3094,4.853788,6.546191,0.70706,3.68702e-01,3.15282e-02,1.30815e-02,8.78696e-03,6.42233e-03,5.32187e-03,4.41361e-03
3095,3095,4.839287,6.540635,0.70706,1.81621e-01,1.44096e-02,5.97753e-03,4.01519e-03,2.93467e-03,2.43182e-03,2.01679e-03
3096,3096,5.960249,6.858490,0.70730,5.18381e-01,4.22943e-02,1.75586e-02,1.17944e-02,8.62042e-03,7.14331e-03,5.92419e-03
3097,3097,5.406240,5.756215,0.70796,4.13733e-01,3.55502e-02,1.45071e-02,9.72903e-03,7.10866e-03,5.89027e-03,4.88491e-03
3098,3098,5.305750,4.831848,0.70827,7.61679e-02,6.20764e-03,2.57736e-03,1.73125e-03,1.26536e-03,1.04854e-03,8.69592e-04
3099,3099,5.302938,4.833637,0.70827,6.26432e-02,5.32915e-03,2.21273e-03,1.48632e-03,1.08634e-03,9.00199e-04,7.46565e-04
3100,3100,6.329515,6.516048,0.70976,8.50296e-02,7.43040e-03,3.04414e-03,2.04054e-03,1.49082e-03,1.23529e-03,1.02445e-03
3101,3101,6.325874,6.511191,0.70976,3.81478e-01,3.38328e-02,1.36729e-02,9.14364e-03,6.67697e-03,5.53207e-03,4.58772e-03
3102,3102,4.902906,4.806690,0.70982,1.11737e-01,9.60350e-03,3.98678e-03,2.67798e-03,1.95731e-03,1.62193e-03,1.34512e-03
3103,3103,4.918820,4.809363,0.70982,5.41286e-02,6.58918e-03,2.42386e-03,1.44704e-03,9.86141e-04,7.95941e-04,6.49620e-04
3104,3104,5.940995,6.362853,0.70993,8.02524e-02,6.91300e-03,2.85270e-03,1.91599e-03,1.40037e-03,1.16042e-03,9.62376e-04
3105,3105,5.960281,6.363408,0.70993,8.61119e-01,7.65961e-02,3.04780e-02,2.03366e-02,1.48396e-02,1.22929e-02,1.01936e-02
3106,3106,5.111624,5.060850,0.71081,7.20646e-02,6.21652e-03,2.56737e-03,1.72413e-03,1.26013e-03,1.04420e-03,8.65992e-04
3107,3107,5.105454,5.067600,0.71081,6.03321e-02,5.17634e-03,2.14804e-03,1.44284e-03,1.05456e-03,8.73863e-04,7.24725e-04
3108,3108,6.084014,5.911590,0.71150,6.34866e-02,5.37919e-03,2.23364e-03,1.50037e-03,1.09661e-03,9.08707e-04,7.53621e-04
3109,3109,6.442329,6.784848,0.71161,1.77588e-01,1.51998e-02,6.30915e-03,4.23794e-03,3.09748e-03,2.56673e-03,2.12868e-03
3110,3110,6.437358,6.777875,0.71161,2.75407e-01,2.81088e-02,1.02199e-02,6.60701e-03,4.77675e-03,3.94932e-03,3.27245e-03
3111,3111,5.025611,6.815010,0.71195,5.13247e-02,4.42128e-03,1.83480e-03,1.23241e-03,9.00759e-04,7.46414e-04,6.19026e-04
3112,3112,5.489189,5.673920,0.71204,5.85494e-02,4.97220e-03,2.06202e-03,1.38508e-03,1.01235e-03,8.38883e-04,6.95714e-04
3113,3113,5.503127,5.674910,0.71204,8.87657e-02,8.27861e-03,3.21870e-03,2.11985e-03,1.53882e-03,1.27287e-03,1.05474e-03
3114,3114,5.500684,5.675213,0.71204,1.03034e-01,6.37441e-03,2.47580e-03,1.66176e-03,1.21453e-03,1.00642e-03,8.34656e-04
3115,3115,6.288621,6.280230,0.71222,1.19845e-01,1.03249e-02,4.28443e-03,2.87786e-03,2.10341e-03,1.74299e-03,1.44552e-03
3116,3116,6.207615,5.970690,0.71232,5.48956e-02,4.69494e-03,1.94758e-03,1.30822e-03,9.56166e-04,7.92327e-04,6.57104e-04
3117,3117,6.203738,5.959580,0.71232,6.12768e-02,5.97226e-03,2.22732e-03,1.45950e-03,1.05981e-03,8.77076e-04,7.27031e-04
3118,3118,6.203435,5.962089,0.71232,6.82552e-02,7.30227e-03,2.69239e-03,1.68700e-03,1.18736e-03,9.70117e-04,7.97460e-04
3119,3119,6.924048,6.677127,0.71242,1.56433e-01,1.32647e-02,5.49585e-03,3.69155e-03,2.69813e-03,2.23580e-03,1.85423e-03
3120,3120,6.074392,5.256428,0.71327,1.36860e-01,1.28072e-02,5.22203e-03,3.40120e-03,2.43823e-03,2.00529e-03,1.65526e-03
3121,3121,6.089228,5.252793,0.71327,6.39370e-01,5.53715e-02,2.27653e-02,1.52800e-02,1.11668e-02,9.25325e-03,7.67400e-03
3122,3122,5.600759,5.778513,0.71408,5.32760e-02,4.63701e-03,1.89171e-03,1.26870e-03,9.27044e-04,7.68167e-04,6.37060e-04
3123,3123,5.589153,5.774904,0.71408,6.88617e-02,5.94663e-03,2.45933e-03,1.65175e-03,1.20724e-03,1.00038e-03,8.29651e-04
3124,3124,5.999069,5.363287,0.71409,8.25039e-02,6.81142e-03,2.82789e-03,1.89953e-03,1.38836e-03,1.15046e-03,9.54117e-04
3125,3125,5.089941,5.408246,0.71466,7.96206e-02,8.15176e-03,3.10182e-03,1.97169e-03,1.40088e-03,1.14947e-03,9.47819e-04
3126,3126,5.088791,5.410436,0.71466,5.53758e-02,4.84468e-03,1.92690e-03,1.29317e-03,9.45124e-04,7.83176e-04,6.49514e-04
3127,3127,4.919432,5.439684,0.71477,5.59322e-02,4.81596e-03,1.99959e-03,1.34315e-03,9.81702e-04,8.13488e-04,6.74653e-04
3128,3128,6.041842,5.037312,0.71496,5.92206e-02,7.10340e-03,2.72530e-03,1.61515e-03,1.09294e-03,8.80323e-04,7.18093e-04
3129,3129,6.049869,5.042564,0.71496,5.51081e-02,6.74643e-03,2.27234e-03,1.37218e-03,9.60428e-04,7.86468e-04,6.48571e-04
3130,3130,6.057024,5.044895,0.71496,1.21142e-01,1.04419e-02,4.29714e-03,2.88435e-03,2.10790e-03,1.74668e-03,1.44857e-03
3131,3131,5.570427,4.906998,0.71521,3.07734e-01,3.02337e-02,1.31358e-02,8.52615e-03,5.96489e-03,4.81140e-03,3.89638e-03
3132,3132,5.577379,4.904071,0.71521,3.37786e-01,2.88113e-02,1.19297e-02,8.01246e-03,5.85618e-03,4.85272e-03,4.02453e-03
3133,3133,5.570036,4.905731,0.71521,8.90454e-02,1.11936e-02,4.39608e-03,2.61989e-03,1.73799e-03,1.37360e-03,1.09937e-03
3134,3134,5.148174,6.961901,0.71570,3.20629e-01,2.73937e-02,1.13517e-02,7.62465e-03,5.57277e-03,4.61788e-03,3.82976e-03
3135,3135,5.154984,6.960345,0.71570,6.72008e-02,5.75721e-03,2.38996e-03,1.60537e-03,1.17336e-03,9.72302e-04,8.06363e-04
3136,3136,6.264437,6.832223,0.71602,5.15420e-02,4.35635e-03,1.80814e-03,1.21455e-03,8.87707e-04,7.35599e-04,6.10057e-04
3137,3137,6.266684,6.833324,0.71602,1.04707e-01,9.20073e-03,3.26420e-03,2.17979e-03,1.59239e-03,1.31948e-03,1.09428e-03
3138,3138,5.186384,7.018717,0.71705,2.66855e-01,2.26608e-02,9.39345e-03,6.30968e-03,4.61170e-03,3.82149e-03,3.16929e-03
3139,3139,6.260253,6.328344,0.71744,5.12462e-02,4.38774e-03,1.82185e-03,1.22376e-03,8.94439e-04,7.41178e-04,6.14684e-04
3140,3140,6.261495,6.326997,0.71744,1.36168e-01,1.16345e-02,4.81813e-03,3.23625e-03,2.36534e-03,1.96004e-03,1.62553e-03
3141,3141,6.263244,6.314906,0.71744,1.09476e-01,9.45346e-03,3.91078e-03,2.62645e-03,1.91962e-03,1.59070e-03,1.31922e-03
3142,3142,7.112216,6.870832,0.71751,2.86237e-01,2.51235e-02,1.01165e-02,6.76330e-03,4.93736e-03,4.09034e-03,3.39192e-03
3143,3143,7.115398,6.875619,0.71751,1.12654e-01,9.12202e-03,3.78481e-03,2.54231e-03,1.85816e-03,1.53977e-03,1.27698e-03
3144,3144,4.948971,6.401708,0.71808,5.49572e-02,5.02044e-03,2.00553e-03,1.32609e-03,9.63738e-04,7.97442e-04,6.60908e-04
3145,3145,4.944960,6.399395,0.71808,9.76589e-02,8.34359e-03,3.46439e-03,2.32708e-03,1.70085e-03,1.40941e-03,1.16887e-03
3146,3146,6.965636,6.510134,0.71874,5.92869e-02,4.77877e-03,1.93339e-03,1.29849e-03,9.49053e-04,7.86433e-04,6.52216e-04
3147,3147,6.536418,5.518196,0.71895,5.02813e-02,1.10236e-02,7.68833e-03,5.07755e-03,3.16246e-03,2.24327e-03,1.53792e-03
3148,3148,6.540813,5.517489,0.71895,1.94989e-01,1.61674e-02,6.65488e-03,4.46957e-03,3.26675e-03,2.70699e-03,2.24500e-03
3149,3149,6.359608,5.021213,0.71929,7.19820e-02,6.02186e-03,2.49671e-03,1.67707e-03,1.22576e-03,1.01573e-03,8.42376e-04
3150,3150,6.360944,5.025811,0.71929,2.06806e-01,1.77381e-02,7.36557e-03,4.94756e-03,3.61614e-03,2.99651e-03,2.48511e-03
3151,3151,6.360231,5.024722,0.71929,2.27179e-01,1.90699e-02,7.91781e-03,5.31851e-03,3.88726e-03,3.22118e-03,2.67143e-03
3152,3152,6.572204,5.927453,0.71943,6.07626e-02,1.54465e-02,1.70466e-02,1.45559e-02,1.10889e-02,8.76792e-03,6.55472e-03
3153,3153,6.566511,5.936643,0.71943,1.34361e-01,1.15307e-02,4.78800e-03,3.21617e-03,2.35068e-03,1.94789e-03,1.61545e-03
3154,3154,6.923718,5.879669,0.71949,3.33284e-01,4.06640e-02,1.13862e-02,7.27327e-03,5.27299e-03,4.36486e-03,3.61889e-03
3155,3155,6.318168,5.023743,0.71982,1.86161e-01,1.63352e-02,6.68004e-03,4.46865e-03,3.26198e-03,2.70225e-03,2.24079e-03
3156,3156,6.315219,5.022475,0.71982,5.54685e-01,5.83391e-02,1.89313e-02,1.24253e-02,9.05259e-03,7.49869e-03,6.21835e-03
3157,3157,6.636136,5.261383,0.71984,1.47503e-01,1.19327e-02,4.87901e-03,3.27496e-03,2.39340e-03,1.98327e-03,1.64478e-03
3158,3158,6.638616,5.261393,0.71984,5.69471e-01,4.39326e-02,1.82385e-02,1.22511e-02,8.95424e-03,7.41994e-03,6.15361e-03
3159,3159,6.636601,5.267657,0.71984,1.10092e-01,9.34815e-03,3.88164e-03,2.60735e-03,1.90570e-03,1.57916e-03,1.30965e-03
3160,3160,5.870431,4.915770,0.71989,2.40117e-01,2.13911e-02,8.44287e-03,5.62938e-03,4.10736e-03,3.40243e-03,2.82140e-03
3161,3161,7.037728,5.661608,0.72070,9.76324e-02,8.39569e-03,3.48133e-03,2.33840e-03,1.70912e-03,1.41626e-03,1.17456e-03
3162,3162,6.633933,5.902695,0.72072,5.79959e-02,4.81557e-03,1.99413e-03,1.33948e-03,9.79015e-04,8.11261e-04,6.72806e-04
3163,3163,6.634945,5.901111,0.72072,1.82306e-01,1.56632e-02,6.50375e-03,4.36866e-03,3.19303e-03,2.64590e-03,2.19434e-03
3164,3164,5.095456,7.144348,0.72085,6.90597e-02,5.73811e-03,2.34094e-03,1.57221e-03,1.14911e-03,9.52212e-04,7.89701e-04
3165,3165,6.420427,5.317770,0.72089,1.20002e-01,9.95036e-03,4.03974e-03,2.71061e-03,1.98089e-03,1.64144e-03,1.36129e-03
3166,3166,5.859683,4.964466,0.72096,1.34717e-01,1.15127e-02,4.78051e-03,3.21114e-03,2.34700e-03,1.94484e-03,1.61292e-03
3167,3167,6.420785,5.889776,0.72111,8.99077e-02,1.72449e-02,1.19033e-02,7.91166e-03,4.96526e-03,3.54578e-03,2.45448e-03
3168,3168,7.035839,5.159211,0.72120,7.97621e-02,6.84199e-03,2.83498e-03,1.90425e-03,1.39180e-03,1.15332e-03,9.56484e-04
3169,3169,6.403072,5.255641,0.72146,6.17446e-02,8.91900e-03,6.67241e-03,4.99141e-03,3.48690e-03,2.64957e-03,1.93414e-03
3170,3170,5.955398,5.944822,0.72155,5.28465e-02,4.55135e-03,1.88652e-03,1.26711e-03,9.26115e-04,7.67425e-04,6.36451e-04
3171,3171,6.479222,6.874401,0.72162,6.07391e-02,5.18797e-03,2.15416e-03,1.44698e-03,1.05759e-03,8.76371e-04,7.26805e-04
3172,3172,6.469642,6.874597,0.72162,1.13643e-01,9.73648e-03,4.00688e-03,2.69106e-03,1.96686e-03,1.62984e-03,1.35168e-03
3173,3173,6.123758,6.060649,0.72163,1.85874e-01,2.05070e-02,6.86949e-03,4.40404e-03,3.18470e-03,2.63417e-03,2.18327e-03
3174,3174,6.126576,6.060012,0.72163,7.81372e-02,8.54198e-03,3.36381e-03,2.07506e-03,1.43344e-03,1.16092e-03,9.48721e-04
3175,3175,6.127581,6.064164,0.72163,8.73186e-02,7.76008e-03,3.08955e-03,2.06115e-03,1.50386e-03,1.24573e-03,1.03297e-03
3176,3176,5.964417,6.031711,0.72187,1.00717e-01,1.08347e-02,6.34212e-03,4.78581e-03,3.59894e-03,2.93333e-03,2.33177e-03
3177,3177,4.901774,6.258383,0.72207,5.61937e-02,4.41822e-03,1.04009e-03,6.34027e-04,4.51810e-04,3.72351e-04,3.08089e-04
3178,3178,4.889906,6.245998,0.72207,8.34345e-02,7.31603e-03,2.94441e-03,1.97510e-03,1.44341e-03,1.19607e-03,9.91943e-04
3179,3179,4.886809,6.247317,0.72207,1.07466e+00,9.26183e-02,3.82092e-02,2.56621e-02,1.87561e-02,1.55423e-02,1.28897e-02
3180,3180,5.365919,7.037482,0.72213,9.53856e-02,8.08830e-03,3.35382e-03,2.25279e-03,1.64655e-03,1.36441e-03,1.13155e-03
3181,3181,5.367203,7.033826,0.72213,8.61992e-02,7.27759e-03,3.02141e-03,2.02953e-03,1.48337e-03,1.22919e-03,1.01941e-03
3182,3182,4.817774,6.224920,0.72284,1.72411e-01,1.46935e-02,6.10109e-03,4.09819e-03,2.99534e-03,2.48209e-03,2.05848e-03
3183,3183,5.384513,5.082661,0.72302,1.20999e-01,1.04258e-02,4.30316e-03,2.89026e-03,2.11246e-03,1.75049e-03,1.45174e-03
3184,3184,5.970157,5.185184,0.72324,8.92896e-02,7.63337e-03,3.13444e-03,2.10374e-03,1.53740e-03,1.27394e-03,1.05651e-03
3185,3185,5.971650,5.192969,0.72324,9.85034e-02,8.49967e-03,3.51832e-03,2.36302e-03,1.72709e-03,1.43116e-03,1.18691e-03
3186,3186,5.963924,5.185746,0.72324,8.16958e-02,7.01656e-03,2.91357e-03,1.95709e-03,1.43042e-03,1.18532e-03,9.83026e-04
3187,3187,5.949868,7.036062,0.72328,6.30451e-02,5.03126e-03,2.08455e-03,1.40021e-03,1.02340e-03,8.48045e-04,7.03313e-04
3188,3188,5.098145,7.183934,0.72343,1.92115e-01,1.54266e-02,6.30262e-03,4.23316e-03,3.09398e-03,2.56383e-03,2.12627e-03
3189,3189,5.182068,6.866882,0.72355,6.72395e-01,5.73015e-02,2.37937e-02,1.59826e-02,1.16816e-02,9.67993e-03,8.02789e-03
3190,3190,5.180906,6.864580,0.72355,8.03390e-02,6.90604e-03,2.86711e-03,1.92588e-03,1.40761e-03,1.16642e-03,9.67351e-04
3191,3191,5.175489,6.867270,0.72355,5.12303e-02,1.65313e-02,2.06574e-02,1.81079e-02,1.39188e-02,1.10064e-02,8.19173e-03
3192,3192,4.816577,6.193970,0.72368,2.66119e-01,2.23835e-02,9.25514e-03,6.21623e-03,4.54337e-03,3.76486e-03,3.12233e-03
3193,3193,4.816747,6.194754,0.72368,7.86114e-02,6.61598e-03,2.74388e-03,1.84309e-03,1.34710e-03,1.11628e-03,9.25765e-04
3194,3194,6.863542,6.647788,0.72375,5.33107e-02,4.58631e-03,1.89852e-03,1.27520e-03,9.32031e-04,7.72328e-04,6.40518e-04
3195,3195,6.858989,6.643871,0.72375,7.77181e-02,6.44055e-03,2.67374e-03,1.79599e-03,1.31268e-03,1.08775e-03,9.02109e-04
3196,3196,6.277111,7.090694,0.72378,1.15930e-01,1.00658e-02,4.14556e-03,2.78238e-03,2.03339e-03,1.68495e-03,1.39738e-03
3197,3197,6.244862,5.197524,0.72398,9.87808e-02,9.58072e-03,4.05705e-03,2.60105e-03,1.82377e-03,1.48154e-03,1.21136e-03
3198,3198,6.232915,5.194785,0.72398,8.36168e-02,6.77069e-03,2.81036e-03,1.88776e-03,1.37975e-03,1.14333e-03,9.48203e-04
3199,3199,6.609639,6.990888,0.72423,6.25179e-02,5.53574e-03,2.23118e-03,1.49400e-03,1.09141e-03,9.04336e-04,7.49983e-04
3200,3200,6.618062,6.991339,0.72423,6.02982e-02,5.17801e-03,2.14826e-03,1.44298e-03,1.05466e-03,8.73948e-04,7.24795e-04
3201,3201,5.385078,4.948467,0.72432,1.55225e-01,1.31381e-02,5.45331e-03,3.66306e-03,2.67731e-03,2.21855e-03,1.83992e-03
3202,3202,5.381801,4.948084,0.72432,8.41738e-02,7.14262e-03,2.96203e-03,1.98960e-03,1.45419e-03,1.20501e-03,9.99357e-04
3203,3203,5.379358,4.945882,0.72432,6.12605e-02,5.38553e-03,2.14255e-03,1.42896e-03,1.04235e-03,8.63347e-04,7.15859e-04
3204,3204,5.376671,4.949245,0.72432,9.50844e-02,7.58444e-03,2.83645e-03,1.88866e-03,1.37813e-03,1.14166e-03,9.46725e-04
3205,3205,5.882571,5.532225,0.72472,7.52711e-02,6.36245e-03,2.64175e-03,1.77450e-03,1.29697e-03,1.07474e-03,8.91316e-04
3206,3206,5.727526,4.918256,0.72477,1.22078e-01,1.03903e-02,4.30095e-03,2.88884e-03,2.11143e-03,1.74963e-03,1.45103e-03
3207,3207,6.718849,6.664998,0.72487,1.95037e-02,5.24912e-02,1.41843e-01,1.84000e-01,2.00571e-01,1.99286e-01,1.88780e-01
3208,3208,6.043261,5.966627,0.72532,9.32021e-02,9.87822e-03,3.69012e-03,2.31994e-03,1.63890e-03,1.34207e-03,1.10533e-03
3209,3209,4.933594,6.353600,0.72540,5.78066e-02,2.85729e-02,1.39161e-02,7.03683e-03,3.50338e-03,2.19571e-03,1.36353e-03
3210,3210,5.696827,6.857399,0.72542,8.35949e-02,7.82116e-03,2.80802e-03,1.86368e-03,1.35982e-03,1.12657e-03,9.34254e-04
3211,3211,5.708751,6.859634,0.72542,9.64014e-02,8.28134e-03,3.19215e-03,2.13642e-03,1.56086e-03,1.29335e-03,1.07261e-03
3212,3212,6.428196,5.998523,0.72544,1.85948e-01,1.80983e-02,6.89850e-03,4.48875e-03,3.24354e-03,2.67983e-03,2.21944e-03
3213,3213,5.865371,5.470761,0.72557,6.20917e-02,4.03749e-03,1.67582e-03,1.12567e-03,8.22747e-04,6.81770e-04,5.65415e-04
3214,3214,5.749615,5.358423,0.72567,7.19432e-02,6.38754e-03,2.62030e-03,1.74308e-03,1.26658e-03,1.04706e-03,8.66978e-04
3215,3215,6.216836,5.780860,0.72568,7.56105e-02,6.37359e-03,2.64413e-03,1.77607e-03,1.29812e-03,1.07569e-03,8.92104e-04
3216,3216,5.790876,5.375034,0.72641,8.33943e-02,7.14149e-03,2.96409e-03,1.99102e-03,1.45522e-03,1.20587e-03,1.00007e-03
3217,3217,5.788104,5.373816,0.72641,8.02948e-02,6.77581e-03,2.78109e-03,1.86703e-03,1.36450e-03,1.13068e-03,9.37709e-04
3218,3218,5.790009,5.374889,0.72641,8.00721e-02,7.05990e-03,2.84678e-03,1.90670e-03,1.39294e-03,1.15418e-03,9.57187e-04
3219,3219,5.792274,5.375454,0.72641,1.25661e-01,1.05921e-02,4.39825e-03,2.95437e-03,2.15933e-03,1.78933e-03,1.48395e-03
3220,3220,7.018834,6.456806,0.72642,1.07883e-01,9.16031e-03,3.79783e-03,2.55100e-03,1.86451e-03,1.54502e-03,1.28134e-03
3221,3221,7.022873,6.456359,0.72642,1.13064e-01,9.79626e-03,4.00551e-03,2.68583e-03,1.96232e-03,1.62597e-03,1.34844e-03
3222,3222,6.395197,5.979518,0.72646,6.52656e-02,5.62400e-03,2.32732e-03,1.56320e-03,1.14253e-03,9.46759e-04,7.85180e-04
3223,3223,6.394343,5.992330,0.72646,6.44439e-02,5.52004e-03,2.28970e-03,1.53797e-03,1.12409e-03,9.31474e-04,7.72502e-04
3224,3224,5.475939,4.938649,0.72725,6.52686e-02,6.43463e-03,2.23253e-03,1.44830e-03,1.04837e-03,8.66879e-04,7.18280e-04
3225,3225,6.267025,6.312187,0.72730,1.13077e-01,1.04870e-02,4.16188e-03,2.73595e-03,1.98026e-03,1.63580e-03,1.35426e-03
3226,3226,6.288402,5.848224,0.72789,9.52926e-02,7.34495e-03,2.99893e-03,2.01368e-03,1.47174e-03,1.21955e-03,1.01142e-03
3227,3227,6.710355,6.614268,0.72799,1.34862e-01,1.17963e-02,4.86384e-03,3.25117e-03,2.37023e-03,1.96233e-03,1.62656e-03
3228,3228,6.712545,6.616172,0.72799,1.30117e-01,1.10784e-02,4.60019e-03,3.09002e-03,2.25847e-03,1.87148e-03,1.55209e-03
3229,3229,5.800014,4.868697,0.72830,5.51885e-02,4.77043e-03,1.97582e-03,1.32612e-03,9.69002e-04,8.02917e-04,6.65870e-04
3230,3230,5.813882,4.849297,0.72830,7.57532e-02,6.37028e-03,2.64511e-03,1.77676e-03,1.29862e-03,1.07610e-03,8.92449e-04
3231,3231,5.808698,4.861141,0.72830,1.00747e-01,8.62943e-03,3.57914e-03,2.40413e-03,1.75717e-03,1.45608e-03,1.20757e-03
3232,3232,6.119034,6.101300,0.72832,5.60791e-02,4.69464e-03,1.94903e-03,1.30919e-03,9.56882e-04,7.92921e-04,6.57596e-04
3233,3233,6.126081,6.095846,0.72832,1.60243e-01,1.71972e-02,6.56533e-03,4.09201e-03,2.86735e-03,2.33986e-03,1.92285e-03
3234,3234,6.165749,6.093746,0.72896,5.21947e-01,4.19874e-02,1.74004e-02,1.16879e-02,8.54262e-03,7.07885e-03,5.87073e-03
3235,3235,6.157660,6.099684,0.72896,1.32987e+00,1.13676e-01,4.71968e-02,3.17028e-02,2.31713e-02,1.92009e-02,1.59240e-02
3236,3236,5.980535,5.278183,0.72910,1.67479e-01,2.19439e-02,2.13521e-02,2.05988e-02,1.81977e-02,1.59923e-02,1.34176e-02
3237,3237,5.986058,5.266955,0.72910,5.33302e-02,4.59996e-03,1.90538e-03,1.27978e-03,9.35379e-04,7.75102e-04,6.42818e-04
3238,3238,5.096511,5.169520,0.72915,5.71078e-02,4.96757e-03,2.03218e-03,1.36427e-03,9.97093e-04,8.26239e-04,6.85228e-04
3239,3239,5.098120,5.168034,0.72915,6.56037e-02,5.57852e-03,2.04135e-03,1.35550e-03,9.88608e-04,8.18923e-04,6.79079e-04
3240,3240,5.621349,4.973082,0.72974,2.48069e-01,2.35218e-02,8.51116e-03,5.64754e-03,4.12029e-03,3.41350e-03,2.83076e-03
3241,3241,5.625110,4.978444,0.72974,1.55806e-01,1.32457e-02,5.26483e-03,3.53336e-03,2.58238e-03,2.13988e-03,1.77468e-03
3242,3242,5.619304,4.973050,0.72974,8.75146e-02,7.58301e-03,3.08173e-03,2.06810e-03,1.51142e-03,1.25243e-03,1.03868e-03
3243,3243,5.477360,4.909278,0.72988,2.11089e-01,1.82128e-02,7.55111e-03,5.07020e-03,3.70528e-03,3.07028e-03,2.54624e-03
3244,3244,5.721703,4.977308,0.73009,9.02455e-02,7.66984e-03,3.18066e-03,2.13644e-03,1.56151e-03,1.29394e-03,1.07311e-03
3245,3245,5.709517,4.981494,0.73009,1.57922e-01,6.18905e-03,2.45797e-03,1.65051e-03,1.20633e-03,9.99628e-04,8.29026e-04
3246,3246,5.725087,4.977730,0.73009,8.09801e-02,6.93772e-03,2.88079e-03,1.93507e-03,1.41433e-03,1.17199e-03,9.71967e-04
3247,3247,4.914966,6.317214,0.73016,5.60735e-02,4.84773e-03,1.99592e-03,1.33956e-03,9.78915e-04,8.11157e-04,6.72714e-04
3248,3248,6.770500,6.884382,0.73048,5.01407e-02,4.19082e-03,1.72502e-03,1.15867e-03,8.46861e-04,7.01752e-04,5.81986e-04
3249,3249,6.777505,6.901294,0.73048,9.25943e-02,1.07737e-02,3.59020e-03,2.21696e-03,1.57020e-03,1.29032e-03,1.06588e-03
3250,3250,7.119001,6.418347,0.73058,5.71456e-02,5.18493e-03,2.07334e-03,1.37520e-03,1.00109e-03,8.28781e-04,6.87068e-04
3251,3251,6.112249,5.217911,0.73081,5.76534e-01,5.08046e-02,2.05499e-02,1.37696e-02,1.00604e-02,8.33620e-03,6.91341e-03
3252,3252,6.112043,5.221151,0.73081,4.17875e-01,3.58439e-02,1.48682e-02,9.98702e-03,7.29945e-03,6.04869e-03,5.01638e-03
